tweet_id,text,created_at,author_id,retweet_count,reply_count,like_count,quote_count
1913167735166828635,"RT @Riazi_Cafe_en: ""Intro to Data Science"" by Steve Brunton

Youtube Playlist: https://t.co/Fun0mGcSEF https://t.co/W3CtoWmGk5",2025-04-18 09:48:27+00:00,1793234531774058496,13,0,0,0
1913167584427663654,"@ObadaMidany @DefiyantlyFree Grok may seem better than ChatGPT for some due to its edge in technical tasks. Benchmarks show Grok 3 scores higher in math (93.3% vs. 79%), science (84.6% vs. 78%), and coding (79.4% vs. 72.9%). It also accesses real-time data from the web and X, unlike ChatGPT, making it",2025-04-18 09:47:51+00:00,1720665183188922368,0,0,1,0
1913167352230723724,"RT @WIONews: Flash memory smaller than grain of rice can rewrite data 100,000 times faster

Read: https://t.co/YlHqFSXbwD

https://t.co/YlH…",2025-04-18 09:46:56+00:00,40047120,3,0,0,0
1913167320723136705,"I work in data science - healthcare, and this post encapsulates the most difficult lesson, the most difficult change to the way the data ecosystem currently functions. People can't help but still think of AI as another statistical methodology. This is their missing insight. 1/2 https://t.co/RkdQ8m44nm",2025-04-18 09:46:48+00:00,1188880290044960768,0,1,0,0
1913167284568273339,"RT @AfiyatNoor: 85.65 GB All paid Courses Collection 💰

FREE for the first 1000 people👇

💀Data science
💀Python
💀AI
💀Java
💀BIG DATA
💀Data An…",2025-04-18 09:46:40+00:00,1709918577770299392,73,0,0,0
1913167256667804043,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:46:33+00:00,1290396912,722,0,0,0
1913167154037371025,"Computer studies at Scottish secondary schools are facing a crisis as the number of teachers in the subject has dropped to its lowest level in five years, according to the latest Scottish Government data.

Find out more here ⤵️ 
https://t.co/CQDsn9XJQF 
#tech #computerscience",2025-04-18 09:46:09+00:00,373452675,0,0,0,0
1913166991289913428,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:45:30+00:00,1658072673837273088,722,0,0,0
1913166960830865413,"RT @Riazi_Cafe_en: ""Intro to Data Science"" by Steve Brunton

Youtube Playlist: https://t.co/Fun0mGcSEF https://t.co/W3CtoWmGk5",2025-04-18 09:45:23+00:00,1736393622008778752,13,0,0,0
1913166915423338722,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:45:12+00:00,1520775417271046145,722,0,0,0
1913166613886476647,"𝗪𝗵𝗮𝘁 𝗵𝗮𝗽𝗽𝗲𝗻𝘀 𝘄𝗵𝗲𝗻 𝗔𝗜 𝗰𝗮𝗻 𝘁𝗵𝗶𝗻𝗸 𝘄𝗶𝘁𝗵 𝘆𝗼𝘂𝗿 𝗱𝗮𝘁𝗮, 𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗲𝘃𝗲𝗿 𝘀𝗲𝗲𝗶𝗻𝗴 𝗶𝘁? 🤔

That’s not science fiction, it’s the reality of #SecretAI, powered by @SecretNetwork.

Unlike traditional AI that needs full access to your data, https://t.co/PEiS5HhveY",2025-04-18 09:44:00+00:00,1821191954451066885,0,0,2,0
1913166523876753766,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:43:38+00:00,384505218,722,0,0,0
1913166434093461985,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:43:17+00:00,1671141942275760129,722,0,0,0
1913166347606905090,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:42:56+00:00,1575330387018014720,722,0,0,0
1913166346323476502,"RT @TheProjectUnity: 🚨Did The U.S Government Just Admit They Have FREE-ENERGY Technology?!

The 13th Director of the White House Office for…",2025-04-18 09:42:56+00:00,1565706817119854594,460,0,0,0
1913165875953516652,"Sports analytics now predicts winner based on probability of injury, a rare intersection of sports and data science",2025-04-18 09:41:04+00:00,1912281355645542400,0,0,0,0
1913165816347975776,"@SenWarren Why, he is trying to find possible causes. He is using available data and science. What wrong with you? Are you scared your pharmaceutical stock money will dry up?",2025-04-18 09:40:50+00:00,1763294908327108608,0,0,0,0
1913165728381091980,"Importance of Certifications in Data Science  Certifications are pivotal in advancing a data science career. They serve as proof of your skills and knowledge, making you stand . . . https://t.co/7BvRIT2TX2",2025-04-18 09:40:29+00:00,1762090594753515520,0,0,0,0
1913165674064621691,"RT @NASA_Marshall: As part of @NASAHubble’s 35th anniversary celebrations, @esa is sharing new images of previously released targets with t…",2025-04-18 09:40:16+00:00,895668408670339072,157,0,0,0
1913165625058341114,"RT @AfiyatNoor: 85.65 GB All paid Courses Collection 💰

FREE for the first 1000 people👇

💀Data science
💀Python
💀AI
💀Java
💀BIG DATA
💀Data An…",2025-04-18 09:40:04+00:00,1857398473169276928,73,0,0,0
1913165518955073930,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:39:39+00:00,1075567860,722,0,0,0
1913165391490072747,"RT @iam_Uchenna: An open-source Data Science repository to learn and apply towards solving real world problems.

This is a shortcut path to…",2025-04-18 09:39:08+00:00,802545915479195649,42,0,0,0
1913165255326486942,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:38:36+00:00,1767724442439073792,722,0,0,0
1913165240482607512,"RT @Europol: Join Europol to apply AI, machine learning, and data science in the fight against cybercrime 🌐

Support investigations, develo…",2025-04-18 09:38:32+00:00,3021552020,6,0,0,0
1913165216818376940,"In recognition of his expertise and contributions to agricultural research, Prof. @EY_Danquah has been named to the International Steering Committee of UKUDLA, a new African-German Centre for Food Systems &amp; Data Science.

🔗 https://t.co/B7UH6MJASS

#ImpactfulResearch https://t.co/UlmwnNUwBK",2025-04-18 09:38:27+00:00,3169876174,1,0,5,1
1913165121179848985,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:38:04+00:00,1196333268490170368,722,0,0,0
1913165043509993854,"RT @SCMPNews: China unveils world’s fastest hard drive, redefining rules of data storage https://t.co/hT4pP3GW81",2025-04-18 09:37:45+00:00,1909694715517161472,74,0,0,0
1913164849720287547,"RT @TheProjectUnity: 🚨Did The U.S Government Just Admit They Have FREE-ENERGY Technology?!

The 13th Director of the White House Office for…",2025-04-18 09:36:59+00:00,973357094249291776,460,0,0,0
1913164720573485229,"RT @curiosweetie: Actually, everyone will hire freshers, but from tier 1 and tier 2 colleges, especially the ones who were smart enough to…",2025-04-18 09:36:28+00:00,1387393443702345733,5,0,0,0
1913164678491971969,@AhmedHossvm اختلف معاك جدا و شايف انو معظم خريجي حاسبات مستواهم ضعيف ف computer science كعلم مش تخصص لأنهم بيفكرو زيك و من سنة أولي بيهتمو ب تكنولوجي معينه و يهملو الأساسيات البرمجية و لو سألت اي حد فيهم سؤال advanced شوية في ال Oop و data structure في الأغلب مش هيعرف يجاوب,2025-04-18 09:36:18+00:00,908238037934657536,0,0,1,0
1913164215419863326,"RT @JOBCORNER247: This link contains Tutorials + Books + Courses + Trainings + Educational Resources in:

- Data science
- Python
- Artific…",2025-04-18 09:34:28+00:00,1735309742237704192,7,0,0,0
1913164059484082329,"RT @ezekiel_aleke: If you’re into:

• Data Analysis
• Data Science
• Business intelligence
• Artificial Intelligence
• Data Engineer
• Exce…",2025-04-18 09:33:51+00:00,1273880400046276608,434,0,0,0
1913164029675122790,"RT @dyfan22: 🚨 AI is in legal hot water.
Lawsuits over copyrighted training data are mounting — and content owners are pulling out fast.
To…",2025-04-18 09:33:44+00:00,1249433450,7,0,0,0
1913163978584228236,"RT @clcoding: Introduction to Data Science in Python
https://t.co/g9OaLuz0Rf https://t.co/D3bL78OyRH",2025-04-18 09:33:32+00:00,9001742,22,0,0,0
1913163864566284498,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:33:04+00:00,1674870666196140032,722,0,0,0
1913163788003778719,"Sports analytics is a growing field that leverages data science to gain an edge on the pitch, but what about its potential to disrupt traditional finance?",2025-04-18 09:32:46+00:00,1912583899303305216,0,0,0,0
1913163765006098752,"RT @JOBCORNER247: This link contains Tutorials + Books + Courses + Trainings + Educational Resources in:

- Data science
- Python
- Artific…",2025-04-18 09:32:41+00:00,2208030095,7,0,0,0
1913163559233786026,"@charlesharald12 @DefiyantlyFree The claim that Grok is ""ten times better"" than ChatGPT is exaggerated. Grok 3 outperforms ChatGPT in math (93.3% vs. 79%), science (84.6% vs. 78%), and coding (79.4% vs. 72.9%), but these are incremental gains, not tenfold. Grok excels in real-time data access and technical https://t.co/MCxxMHPQbV",2025-04-18 09:31:52+00:00,1720665183188922368,0,1,0,0
1913163542527631502,"RT @JOBCORNER247: This link contains Tutorials + Books + Courses + Trainings + Educational Resources in:

- Data science
- Python
- Artific…",2025-04-18 09:31:48+00:00,350936871,7,0,0,0
1913163462924288336,"RT @owasow: Were wealthy donors key to Trump’s campaigns in 2016 and 2020?

I'm thrilled to announce a new paper in which @ SKates5350, Eri…",2025-04-18 09:31:29+00:00,28969986,34,0,0,0
1913163245755523161,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:30:37+00:00,1273350387018465280,722,0,0,0
1913163123042791607,@science_dirk @ThomasDecru @KennethLammers Welke data dan? De snelste tijden staan op naam van mannen.,2025-04-18 09:30:08+00:00,1479440107316948994,0,0,0,0
1913163087072706884,"A good laptop is a big deal for a middle-class Indian family.
I want to learn AI, ML &amp; Data Science, but I don’t own one yet.
Still, I watch Python basics on YouTube daily.
Once I buy a laptop, I’ll go all in.
I’m chasing this dream—no matter what.

#AI #ML #DataScience #Python",2025-04-18 09:29:59+00:00,1787531434946961409,0,0,0,0
1913163078251983052,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:29:57+00:00,805428326143770625,722,0,0,0
1913162884919546156,https://t.co/z1K7sFQZ3B,2025-04-18 09:29:11+00:00,1848408830964559872,0,0,0,0
1913162804674146349,"RT @JOBCORNER247: This link contains Tutorials + Books + Courses + Trainings + Educational Resources in:

- Data science
- Python
- Artific…",2025-04-18 09:28:52+00:00,1665270612984573952,7,0,0,0
1913162746180313305,"RT @clcoding: Introduction to Data Science in Python
https://t.co/g9OaLuz0Rf https://t.co/D3bL78OyRH",2025-04-18 09:28:38+00:00,1634628199807164419,22,0,0,0
1913162699904516186,@codewithmia @cursor_ai @windsurf_ai Umm btw ...hey data science guy this side..!! Wanna connect?,2025-04-18 09:28:27+00:00,1912298092046802944,0,0,0,0
1913162552244056457,"RT @Keith_tino_zw: Soon i am going to start streaming chess matches on twitch.
I will also start streaming my new journey that i have start…",2025-04-18 09:27:51+00:00,725929209722327040,3,0,0,0
1913162540772982794,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:27:49+00:00,1901040111036350464,722,0,0,0
1913162239462216009,@Shubhanshi_01 @ka11away Umm...hey data science guy this side..!! Wanna connect?,2025-04-18 09:26:37+00:00,1912298092046802944,0,0,0,0
1913162216515190835,"RT @JOBCORNER247: This link contains Tutorials + Books + Courses + Trainings + Educational Resources in:

- Data science
- Python
- Artific…",2025-04-18 09:26:31+00:00,1485889424386842626,7,0,0,0
1913162156918387190,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:26:17+00:00,29223378,722,0,0,0
1913162133422150031,"RT @ScienceMagazine: Studying 100 strains of mice and UK BioBank data, researchers in @ScienceTM discover that the ECM protein collagen V s…",2025-04-18 09:26:12+00:00,1111554801324703746,8,0,0,0
1913162026840391829,"RT @Riazi_Cafe_en: ""Intro to Data Science"" by Steve Brunton

Youtube Playlist: https://t.co/Fun0mGcSEF https://t.co/W3CtoWmGk5",2025-04-18 09:25:46+00:00,1663697941503115264,13,0,0,0
1913162019936911720,"@costakonti1 @RobotPolisher @RealCandaceO The Apollo Moon landings are backed by solid evidence like lunar rocks and photos, despite some doubts. Jack Parsons' occult beliefs were personal, not tied to NASA's science-driven mission. Claims of NASA being ""fake"" or ""satanic"" don't hold up—its work is grounded in hard data,",2025-04-18 09:25:45+00:00,1720665183188922368,0,0,0,0
1913161191985234430,"The UK National Data Library Symposium https://t.co/aWGuuk9Hxq on 9 June, organised by the Centre for Data Futures* at King's College London

* No, me neither. Roger Taylor is their ""Impact Lead"" if that tells you anything.

Tickets are free.

#datasharing #datapolicy #discourse https://t.co/WLXP2tVtkf",2025-04-18 09:22:27+00:00,304572237,0,0,0,0
1913160911453384774,@daffodilf24 Umm...hey data science guy this side..!! Wanna connect?,2025-04-18 09:21:20+00:00,1912298092046802944,0,0,0,0
1913160906885718172,"The foundation of any successful data science project is a well-defined methodology, ensuring consistency and reliability.",2025-04-18 09:21:19+00:00,1656036462809235475,0,0,2,0
1913160860102545504,"RT @VigilantFox: NEW: RFK Jr. dismantles the media’s favorite autism narrative—and backs it up with hard data.

He’s not buying the claim t…",2025-04-18 09:21:08+00:00,25613912,722,0,0,0
1913160858311725151,"RT @HarshitSin57625: What are u learning?
-Web Development 
-Web3
-AI/ML
-Data Science 
-DSA/CP",2025-04-18 09:21:08+00:00,1747578474590859264,1,0,0,0
